mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Jitan Ram Manjhi,Elected,2024-09-06,,Gaya,5,27,1,3,"Graduate (Hons.) from Gaya College, Magadh University, Bodh Gaya in year 1966",0.7941176470588236,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Nityanand Rai,Elected,2024-09-06,,Ujiarpur,5,18,1,3,"B.A. Hons from RN College, Bihar University, Muzaffarpur, 1986",0.4852941176470588,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Raj Bhushan Choudhary,Elected,2024-09-06,,Muzaffarpur,5,18,1,12,"M.D. from Darbhanga Medical College, Laheriasarai",0.3235294117647059,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Rajiv Pratap Rudy,Elected,2024-09-06,,Saran,5,18,1,12,"M.A. (Economics) from Magadh University, Bodh Gaya in year 1987",0.5441176470588236,0.0019093078758949881,0.0625,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rajiv Ranjan Singh,Elected,2024-09-06,,Munger,5,36,1,3,"B.A. (Hons.), TNB College, Bhagalpur University, Year 1976",0.6470588235294117,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Tokhan Sahu,Elected,2024-09-06,,Bilaspur,7,18,1,12,"M.Com. from SNG College Mungeli, Gurughasidas University Bilaspur in 1996",0.4264705882352941,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Shripad Yesso Naik,Elected,2024-09-06,,North Goa,11,18,1,3,"B.A. from Dempo College of Arts and Science, Bombay University in 1978",0.6764705882352942,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Amit Shah,Elected,2024-09-06,,Gandhinagar,12,18,1,3,"B.Sc. (2nd year) from Gujarat College, Gujarat University, Ahmedabad",0.5,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Chandrakant Raghunath Patil,Elected,2024-09-06,,Navsari,12,18,1,18,ITI from Surat in year 1974,0.6470588235294117,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Mansukh Mandaviya,Elected,2024-09-06,,Porbandar,12,18,1,12,"Ph.D from Maharaja Krishnakumarsinhji University, Bhavnagar in year 2021",0.39705882352941174,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Nimuben Jayantibhai Bambhaniya,Elected,2024-09-06,,Bhavnagar,12,18,0,3,"B.Ed. from Bhavnagar University in 2002, B.Sc from Bhavnagar University in 1990",0.4705882352941177,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Rao Inderjit Singh,Elected,2024-09-06,,Gurgaon,13,18,1,3,"BA Hons, Delhi University, 1971, LLB, Delhi University, 1974",0.7205882352941175,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Krishan Pal Gurjar,Elected,2024-09-06,,Faridabad,13,18,1,3,LL.B. from Meerut University in 1986,0.6176470588235294,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Manohar Lal,Elected,2024-09-06,,Karnal,13,18,1,3,"Graduate, Delhi University, 1975",0.6617647058823528,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Jitendra Singh,Elected,2024-09-06,,Udhampur,16,18,1,12,"M.D. from Govt. Medical College, Jammu, University of Jammu in year 1984",0.6176470588235294,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Rajkumar Chahar,Elected,2024-09-06,,Fatehpur Sikri,37,18,1,3,"B.Com. from Dr. B.R. Ambedkar University, Agra in year 1987-88",0.4705882352941177,0.002386634844868735,0.020833333333333332,0.005529225908372828,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Annpurna Devi,Elected,2024-09-06,,Kodarma,17,18,0,12,"P.G. (History) from Ranchi University, Ranchi",0.4264705882352941,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Nishikant Dubey,Elected,2024-09-06,,Godda,17,18,1,13,"Doctor of Philosophy in Management, Pratap University, Rajasthan, 2018 -Topic: ""Emerging issue of Rural Poverty in India: A Micro View""",0.44117647058823534,0.006682577565632459,0.0625,0.023696682464454975,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sanjay Seth,Elected,2024-09-06,,Ranchi,17,18,1,3,"Bachelor of Law, R.U. 1983",0.5735294117647058,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
H D Kumaraswamy,Elected,2024-09-06,,Mandya,18,35,1,3,"B.Sc. from National College, Jayanagar, Bangalore University in year 1978-79",0.5735294117647058,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Pralhad Joshi,Elected,2024-09-06,,Dharwad,18,18,1,3,B.A from Karnataka University in 1983,0.5294117647058825,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Shobha Karandlaje,Elected,2024-09-06,,Bangalore North,18,18,0,12,"M.A. (Social Service) from Open University, Mysore University in year 1996",0.4705882352941177,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
V Somanna,Elected,2024-09-06,,Tumkur,18,18,1,3,"BA, VV Puram Evening College, Vishveshwarapuram, Bengaluru 1971-1974",0.7058823529411764,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Benny Behanan,Elected,2024-09-06,,Chalakudy,19,29,1,3,"B.Com. from Sree Sankara College, Kalady, Kerala University in year 1971-72",0.6764705882352942,0.001431980906921241,0.041666666666666664,0.022906793048973143,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dean Kuriakose,Elected,2024-09-06,,Idukki,19,29,1,12,"M.A. (Politics and Human Rights) from School of International Relations and Politics, MG University, Kottayam in year 2013",0.2647058823529412,0.005250596658711217,0.0625,0.019747235387045814,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Hibi Eden,Elected,2024-09-06,,Ernakulam,19,29,1,3,"B.Com. from Sacred Heart College, Thevara, Mahathma Gandhi University in year 2003-04",0.23529411764705882,0.00477326968973747,0.0625,0.021327014218009477,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
N K Premachandran,Elected,2024-09-06,,Kollam,19,57,1,3,"L.L.B. from Govt. Law College, Thiruvananthapuram, University of Kerala in year 1985",0.5735294117647058,0.0081145584725537,0.0625,0.01263823064770932,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Shafi Parambil,Elected,2024-09-06,,Vadakara,19,29,1,12,"M.B.A. from West Fort College, Thrissur, Calicut University in year 2009",0.23529411764705882,0.002386634844868735,0.041666666666666664,0.018167456556082148,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Shashi Tharoor,Elected,2024-09-06,,Thiruvananthapuram,19,29,1,12,"Ph.D. in Law and Diplomacy from Fletcher School of Law and Diplomacy, Tufts University, USA in year 1978",0.6323529411764706,0.002386634844868735,0.0625,0.017377567140600316,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Suresh Gopi,Elected,2024-09-06,,Thrissur,19,18,1,12,"M.A. (English) from Fatima Mata National College, Kollam, Kerala University in year 1982",0.6029411764705883,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
V K Sreekandan,Elected,2024-09-06,,Palakkad,19,29,1,3,"B.A. (History) from Shobhit University, Meerut in year 2013",0.4264705882352941,0.0038186157517899762,0.0625,0.018957345971563982,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Mohmad Haneefa,Elected,2024-09-06,,Ladakh,20,28,1,18,Matric pass from J&K Board,0.44117647058823534,0.0009546539379474941,0.0,0.005529225908372828,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Durgadas D D Uikey,Elected,2024-09-06,,Betul,22,18,1,12,"M.A. from Barkatullah Vishwavidyalaya, Bhopal in year 2003",0.5147058823529411,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Abhay Kumar Sinha,Elected,2024-09-06,,Aurangabad,5,53,1,18,12th Passed from Gaya College in year 1988,0.39705882352941174,0.00477326968973747,0.0,0.00631911532385466,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jyotiraditya M Scindia,Elected,2024-09-06,,Guna,22,18,1,12,"M.B.A. from Stanford University, Graduate School of Business, Palo Alto, CA, USA in year 2001",0.411764705882353,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Savitri Thakur,Elected,2024-09-06,,Dhar,22,18,0,18,"Higher Secondary from Urdu Education Board, Vidyarthi Academy, Indore, 2018",0.3088235294117648,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Shivraj Singh Chouhan,Elected,2024-09-06,,Vidisha,22,18,1,12,"M.A. (Philosophy) from Hamidia College Bhopal, Bhopal University in year 1982-83",0.588235294117647,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Virendra Kumar,Elected,2024-09-06,,Tikamgarh,22,18,1,12,Ph.D. from Dr. Hari Singh Gour University in year 2007,0.6617647058823528,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Prataprao Ganpatrao Jadhav,Elected,2024-09-06,,Buldhana,23,60,1,18,"B.A. (Part-I) from Shivaji Senior College, Chikhli, Maharashtra",0.5588235294117647,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Murlidhar Mohol,Elected,2024-09-06,,Pune,23,18,1,3,"Bachelor of Arts from Shivaji University, Kolhapur in 1999",0.35294117647058826,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Nitin Jairam Gadkari,Elected,2024-09-06,,Nagpur,23,18,1,3,"L.L.B. from University College of Law, Nagpur in year 1982",0.6176470588235294,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Piyush Vedprakash Goyal,Elected,2024-09-06,,Mumbai North,23,18,1,12,"C.A. from the Institute of Chartered Accountants of India, 1987",0.5147058823529411,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Praniti Sushilkumar Shinde,Elected,2024-09-06,,Solapur,23,29,0,3,"L.L.B. from Govt. Law College, Mumbai University in 2004",0.2647058823529412,0.0042959427207637235,0.020833333333333332,0.010268562401263823,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Raksha Nikhil Khadse,Elected,2024-09-06,,Raver,23,18,0,3,"B.Sc. from G.G. Khadse College, North Maharashtra University, Jalagaon, 2010",0.1764705882352941,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Shrikant Eknath Shinde,Elected,2024-09-06,,Kalyan,23,60,1,12,"Master of Surgery Orthopedics, 2015, dr. D.Y. Patil university, Navi Mumbai",0.1764705882352941,0.002863961813842482,0.0625,0.030805687203791468,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Shrirang Appa Chandu Barne,Elected,2024-09-06,,Maval,23,60,1,18,"10th Passed from Fattechand Jain Vidyalaya, Chinchwad, SSC Board Pune, Maharashtra in year 2022",0.5147058823529411,0.0038186157517899762,0.0625,0.036334913112164295,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Smita Uday Wagh,Elected,2024-09-06,,Jalgaon,23,18,0,3,"B.A. (Psychology) from Pune University, 1989",0.45588235294117646,0.0042959427207637235,0.041666666666666664,0.02764612954186414,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dharmendra Pradhan,Elected,2024-09-06,,Sambalpur,28,18,1,12,"MA (Anthropology), Utkal University, Vani Nihar, Bhubaneswar, Odisha, 1990",0.44117647058823534,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Jual Oram,Elected,2024-09-06,,Sundargarh,28,18,1,18,"Diploma in Electrical Engineering from U.G.I.E., Rourkela, 1982",0.5588235294117647,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Arjun Ram Meghwal,Elected,2024-09-06,,Bikaner,32,18,1,12,M.A. from University of Rajasthan in year 1979,0.6617647058823528,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Jyotsna Charandas Mahant,Elected,2024-09-06,,Korba,7,29,0,12,"M.Sc Zoology from Bhopal University in 1976, B.Sc from Bhopal University in 1974",0.6617647058823528,0.0009546539379474941,0.0,0.010268562401263823,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bhagirath Choudhary,Elected,2024-09-06,,Ajmer,32,18,1,18,"HIgher Secondary from Board of Secondary Education, Ajmer, Rajasthan in year 1972",0.6617647058823528,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Bhupender Yadav,Elected,2024-09-06,,Alwar,32,18,1,3,"Bachelor of Law (LLB) - 1993 Government College, Ajmer (University of Ajmer)",0.44117647058823534,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Gajendra Singh Shekhawat,Elected,2024-09-06,,Jodhpur,32,18,1,12,M.A. from Jodhpur University in year 1989,0.45588235294117646,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
P P Chaudhary,Elected,2024-09-06,,Pali,32,18,1,3,LLB from Jodhpur University in year 1978,0.6764705882352942,0.00477326968973747,0.0625,0.02448657187993681,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
C N Annadurai,Elected,2024-09-06,,Tiruvannamalai,34,25,1,3,B.Com. from University of Chennai in year 1995,0.3823529411764706,0.005727923627684964,0.0625,0.030805687203791468,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
D M Kathir Anand,Elected,2024-09-06,,Vellore,34,25,1,12,"M.B.A. from Baldwin and Wallace College, USA Baldwin and Wallace University in year 1997, B.Com from Loyola College, Chennai University of Madras 1995",0.35294117647058826,0.005727923627684964,0.0625,0.020537124802527645,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Navaskani K,Elected,2024-09-06,,Ramanathapuram,34,31,1,18,"Higher Secondary Board Examination, SBK Higher Secondary School, Aruppukottai, Tamil Nadu, 1996",0.29411764705882354,0.079236276849642,0.0625,0.029225908372827805,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
T Sumathy Alias Thamizhachi Thangapandian,Elected,2024-09-06,,Chennai South,34,25,0,12,Ph.D. from University of Madras in year 2010,0.5441176470588236,0.00954653937947494,0.041666666666666664,0.018957345971563982,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
G Kishan Reddy,Elected,2024-09-06,,Secunderabad,35,18,1,18,"Diploma in Tool Designs from Central Institute of Tool Designs, Balanagar, Hyderabad in 1975-78",0.5735294117647058,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Bandi Sanjay Kumar,Elected,2024-09-06,,Karimnagar,35,18,1,12,"M.A. public administration from Madhurai Khamaraj University, Tamil Nadu",0.411764705882353,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Anupriya Patel,Elected,2024-09-06,,Mirzapur,37,11,0,12,"MBA, CSJM University, Kanpur, 2010",0.2647058823529412,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Chandra Shekhar,Elected,2024-09-06,,Nagina,37,2,1,3,LLB From Hemwati Nandan Bahuguna Garhwal University Year 2012,0.16176470588235298,0.006682577565632459,0.0625,0.010268562401263823,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jitin Prasada,Elected,2024-09-06,,Pilibhit,37,18,1,12,"M.B.A. from IMI, New Delhi in year 1996",0.3676470588235294,0.017367853166226764,0.022933751406978613,0.14979718438840806,0.7825613703687855,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
